lon_min, lon_max, lat_min, lat_max, depth_min, depth_max, m_min, m_max, rate, dispersion, mask
166.9,167.0,-45.4,-45.3,0.0,40.0,5.0,10.5,5.7786766422682006e-04,0.000000,1
166.9,167.0,-45.3,-45.2,0.0,40.0,5.0,10.5,8.0045372748455829e-04,0.000000,1
166.9,167.0,-45.2,-45.1,0.0,40.0,5.0,10.5,1.0029992623196155e-03,0.000000,1
166.9,167.0,-45.1,-45.0,0.0,40.0,5.0,10.5,9.2390727393301534e-04,0.000000,1
166.9,167.0,-45.0,-44.9,0.0,40.0,5.0,10.5,6.8205895520104980e-04,0.000000,1
166.9,167.0,-44.9,-44.8,0.0,40.0,5.0,10.5,5.1307644126805541e-04,0.000000,1
166.9,167.0,-44.8,-44.7,0.0,40.0,5.0,10.5,4.2493702985568185e-04,0.000000,1
166.9,167.0,-44.7,-44.6,0.0,40.0,5.0,10.5,3.6150778455671100e-04,0.000000,1
166.9,167.0,-44.6,-44.5,0.0,40.0,5.0,10.5,3.1023905407732820e-04,0.000000,1
167.0,167.1,-47.6,-47.5,0.0,40.0,5.0,10.5,5.3639454246393808e-05,0.000000,1
167.0,167.1,-47.5,-47.4,0.0,40.0,5.0,10.5,5.3741718337433576e-05,0.000000,1
167.0,167.1,-47.4,-47.3,0.0,40.0,5.0,10.5,5.3843818721876670e-05,0.000000,1
167.0,167.1,-47.3,-47.2,0.0,40.0,5.0,10.5,5.3945755088718310e-05,0.000000,1
167.0,167.1,-47.2,-47.1,0.0,40.0,5.0,10.5,5.4047527127417419e-05,0.000000,1
167.0,167.1,-47.1,-47.0,0.0,40.0,5.0,10.5,5.4149134527998956e-05,0.000000,1
167.0,167.1,-47.0,-46.9,0.0,40.0,5.0,10.5,5.4250576980887293e-05,0.000000,1
167.0,167.1,-46.9,-46.8,0.0,40.0,5.0,10.5,5.4351854177137430e-05,0.000000,1
167.0,167.1,-46.8,-46.7,0.0,40.0,5.0,10.5,5.4452965808241928e-05,0.000000,1
167.0,167.1,-46.7,-46.6,0.0,40.0,5.0,10.5,6.7271967981960619e-05,0.000000,1
167.0,167.1,-46.6,-46.5,0.0,40.0,5.0,10.5,7.5181166820620628e-05,0.000000,1
167.0,167.1,-46.5,-46.4,0.0,40.0,5.0,10.5,8.2856883774744570e-05,0.000000,1
167.0,167.1,-46.4,-46.3,0.0,40.0,5.0,10.5,9.0970379262373654e-05,0.000000,1
167.0,167.1,-46.3,-46.2,0.0,40.0,5.0,10.5,1.0166190389175539e-04,0.000000,1
167.0,167.1,-46.2,-46.1,0.0,40.0,5.0,10.5,1.1197402045876598e-04,0.000000,1
167.0,167.1,-46.1,-46.0,0.0,40.0,5.0,10.5,1.2296712585567354e-04,0.000000,1
167.0,167.1,-46.0,-45.9,0.0,40.0,5.0,10.5,1.4222938132990083e-04,0.000000,1
167.0,167.1,-45.9,-45.8,0.0,40.0,5.0,10.5,1.7131733277835526e-04,0.000000,1
167.0,167.1,-45.8,-45.7,0.0,40.0,5.0,10.5,2.0614504722165521e-04,0.000000,1
167.0,167.1,-45.7,-45.6,0.0,40.0,5.0,10.5,2.4466955817010983e-04,0.000000,1
167.0,167.1,-45.6,-45.5,0.0,40.0,5.0,10.5,2.8523703560825531e-04,0.000000,1
167.0,167.1,-45.5,-45.4,0.0,40.0,5.0,10.5,3.3893786905155580e-04,0.000000,1
167.0,167.1,-45.4,-45.3,0.0,40.0,5.0,10.5,4.4274002355155866e-04,0.000000,1
167.0,167.1,-45.3,-45.2,0.0,40.0,5.0,10.5,5.8603953018558327e-04,0.000000,1
